,Sentence,Word,POS,IOB Tag
23210,sentence 515,department,NN,I-NP
23211,sentence 515,employee,NN,I-NP
23212,sentence 515,only,RB,B-NP
23213,sentence 515,b-1,NN,I-NP
23214,sentence 515,whenever,WRB,O
23215,sentence 515,an,DT,B-NP
23216,sentence 515,employee,NN,I-NP
23217,sentence 515,is,VB,B-VP
23218,sentence 515,assigned,VB,I-VP
23219,sentence 515,to,TO,I-VP
23220,sentence 515,work,VB,I-VP
23221,sentence 515,with,IN,O
23222,sentence 515,pressure-treated,JJ,B-NP
23223,sentence 515,creosote,NN,I-NP
23224,sentence 515,lumber,NN,I-NP
23225,sentence 515,such,JJ,B-NP
23226,sentence 515,employee,NN,I-NP
23227,sentence 515,shall,MD,B-VP
23228,sentence 515,receive,VB,I-VP
23229,sentence 515,fifty,CD,O
23230,sentence 515,cent,NN,O
23231,sentence 515,$,$,B-NUM
23232,sentence 515,0.5,CD,I-NUM
23233,sentence 515,per,IN,I-NUM
23234,sentence 515,hour,NN,O
23235,sentence 515,for,IN,O
23236,sentence 515,each,DT,B-NP
23237,sentence 515,hour,NN,I-NP
23238,sentence 515,so,RB,O
23239,sentence 515,assigned,VB,B-VP
23240,sentence 515,in,IN,I-VP
23241,sentence 515,addition,NN,O
23242,sentence 515,to,TO,O
23243,sentence 515,all,DT,O
23244,sentence 515,other,JJ,O
23245,sentence 515,regular,JJ,O
23246,sentence 515,and,CC,O
23247,sentence 515,premium,JJ,B-NP
23248,sentence 515,compensation,NN,I-NP
23249,sentence 516,this,DT,B-NP
23250,sentence 516,note,NN,I-NP
23251,sentence 516,shall,MD,B-VP
23252,sentence 516,not,RB,O
23253,sentence 516,apply,VB,B-VP
23254,sentence 516,to,TO,I-VP
23255,sentence 516,employee,NN,O
23256,sentence 516,being,VB,B-VP
23257,sentence 516,compensated,VB,I-VP
23258,sentence 516,under,IN,I-VP
23259,sentence 516,the,DT,B-NP
23260,sentence 516,provision,NN,I-NP
23261,sentence 516,of,IN,O
23262,sentence 516,note,NN,B-NP
23263,sentence 516,b-3,NN,I-NP
23264,sentence 516,below,IN,O
23265,sentence 517,non-pensionable,JJ,B-NP
23266,sentence 517,b-2,NN,I-NP
23267,sentence 517,any,DT,B-NP
23268,sentence 517,employee,NN,I-NP
23269,sentence 517,required,VB,B-VP
23270,sentence 517,to,TO,I-VP
23271,sentence 517,operate,VB,I-VP
23272,sentence 517,pavement,NN,B-NP
23273,sentence 517,breaker,NN,I-NP
23274,sentence 517,jackhammer,NN,I-NP
23275,sentence 517,or,CC,O
23276,sentence 517,earth,NN,O
23277,sentence 517,tamper,VB,B-VP
23278,sentence 517,shall,MD,B-VP
23279,sentence 517,in,IN,I-VP
23280,sentence 517,addition,NN,O
23281,sentence 517,to,TO,O
23282,sentence 517,his/her,PRP$,O
23283,sentence 517,regular,JJ,O
23284,sentence 517,and,CC,O
23285,sentence 517,premium,JJ,B-NP
23286,sentence 517,compensation,NN,I-NP
23287,sentence 517,receive,VB,B-VP
23288,sentence 517,seventy-five,CD,O
23289,sentence 517,cent,NN,O
23290,sentence 517,$,$,B-NUM
23291,sentence 517,0.75,CD,I-NUM
23292,sentence 517,per,IN,I-NUM
23293,sentence 517,hour,NN,O
23294,sentence 517,for,IN,O
23295,sentence 517,each,DT,B-NP
23296,sentence 517,full,JJ,I-NP
23297,sentence 517,hour,NN,I-NP
23298,sentence 517,or,CC,O
23299,sentence 517,portion,NN,O
23300,sentence 517,thereof,RB,O
23301,sentence 517,of,IN,O
23302,sentence 517,such,JJ,B-NP
23303,sentence 517,operation,NN,I-NP
23304,sentence 517,non-pensionable,JJ,B-NP
23305,sentence 517,b-3,NN,I-NP
23306,sentence 517,the,DT,B-NP
23307,sentence 517,salary,NN,I-NP
23308,sentence 517,shown,VB,B-VP
23309,sentence 517,for,IN,I-VP
23310,sentence 517,boat,NN,B-NP
23311,sentence 517,captain,NN,I-NP
23312,sentence 517,code,NN,I-NP
23313,sentence 517,5113-h,CD,O
23314,sentence 517,and,CC,O
23315,sentence 517,boat,NN,B-NP
23316,sentence 517,captain,NN,I-NP
23317,sentence 517,ii,NN,I-NP
23318,sentence 517,code,NN,I-NP
23319,sentence 517,5113-2,CD,O
23320,sentence 517,and,CC,O
23321,sentence 517,deck,JJ,B-NP
23322,sentence 517,hand,NN,I-NP
23323,sentence 517,code,NN,I-NP
23324,sentence 517,5131-h,CD,O
23325,sentence 517,assigned,VB,B-VP
23326,sentence 517,to,TO,I-VP
23327,sentence 517,the,DT,B-NP
23328,sentence 517,pilot,NN,I-NP
23329,sentence 517,station,NN,I-NP
23330,sentence 517,include,VB,B-VP
23331,sentence 517,full,JJ,B-NP
23332,sentence 517,compensation,NN,I-NP
23333,sentence 517,for,IN,O
23334,sentence 517,an,DT,O
23335,sentence 517,average,JJ,O
23336,sentence 517,eighty-four,CD,O
23337,sentence 517,84,CD,O
23338,sentence 517,hour,NN,B-NP
23339,sentence 517,biweekly,JJ,I-NP
23340,sentence 517,pay,NN,I-NP
23341,sentence 517,period,NN,I-NP
23342,sentence 517,and,CC,O
23343,sentence 517,allowance,NN,O
23344,sentence 517,for,IN,O
23345,sentence 517,all,DT,B-NP
23346,sentence 517,time,NN,I-NP
23347,sentence 517,worked,VB,B-VP
23348,sentence 517,on,IN,I-VP
23349,sentence 517,holiday,NN,O
23350,sentence 518,b-4,NN,O
23351,sentence 518,whenever,WRB,O
23352,sentence 518,an,DT,B-NP
23353,sentence 518,employee,NN,I-NP
23354,sentence 518,except,IN,O
23355,sentence 518,an,DT,B-NP
23356,sentence 518,employee,NN,I-NP
23357,sentence 518,in,IN,O
23358,sentence 518,the,DT,B-NP
23359,sentence 518,classification,NN,I-NP
23360,sentence 518,of,IN,O
23361,sentence 518,rigger,NN,B-NP
23362,sentence 518,code,NN,I-NP
23363,sentence 518,3473,CD,O
23364,sentence 518,is,VB,B-VP
23365,sentence 518,required,VB,I-VP
23366,sentence 518,to,TO,I-VP
23367,sentence 518,perform,VB,I-VP
23368,sentence 518,the,DT,B-NP
23369,sentence 518,duty,NN,I-NP
23370,sentence 518,listed,VB,B-VP
23371,sentence 518,below,IN,I-VP
23372,sentence 518,during,IN,O
23373,sentence 518,more,RB,O
23374,sentence 518,than,IN,O
23375,sentence 518,fifty,CD,O
23376,sentence 518,percent,NN,O
23377,sentence 518,50,CD,B-NUM
23378,sentence 518,%,%,I-NUM
23379,sentence 518,of,IN,I-NUM
23380,sentence 518,work,NN,B-NP
23381,sentence 518,shift,NN,I-NP
23382,sentence 518,such,JJ,B-NP
23383,sentence 518,employee,NN,I-NP
23384,sentence 518,shall,MD,B-VP
23385,sentence 518,receive,VB,I-VP
23386,sentence 518,compensation,NN,O
23387,sentence 518,for,IN,O
23388,sentence 518,the,DT,B-NP
23389,sentence 518,work,NN,I-NP
23390,sentence 518,shift,NN,I-NP
23391,sentence 518,at,IN,O
23392,sentence 518,two,CD,O
23393,sentence 518,premium,JJ,B-NP
23394,sentence 518,level,NN,I-NP
23395,sentence 518,above,IN,O
23396,sentence 518,the,DT,B-NP
23397,sentence 518,appropriate,JJ,I-NP
23398,sentence 518,step,NN,I-NP
23399,sentence 518,on,IN,O
23400,sentence 518,the,DT,B-NP
23401,sentence 518,salary,NN,I-NP
23402,sentence 518,range,NN,I-NP
23403,sentence 518,for,IN,O
23404,sentence 518,the,DT,B-NP
23405,sentence 518,class,NN,I-NP
23406,sentence 518,non-pensionable,JJ,O
23407,sentence 518,working,VB,B-VP
23408,sentence 518,on,IN,I-VP
23409,sentence 518,swing,VB,I-VP
23410,sentence 518,stage,NN,B-NP
23411,sentence 518,bosun,NN,I-NP
23412,sentence 518,'s,PRP$,B-NP
23413,sentence 518,chair,NN,I-NP
23414,sentence 518,or,CC,O
23415,sentence 518,hydraulic,JJ,B-NP
23416,sentence 518,lift,NN,I-NP
23417,sentence 518,platform,NN,I-NP
23418,sentence 518,or,CC,O
23419,sentence 518,working,VB,B-VP
23420,sentence 518,above,IN,I-VP
23421,sentence 518,the,DT,B-NP
23422,sentence 518,road,NN,I-NP
23423,sentence 518,level,NN,I-NP
23424,sentence 518,on,IN,O
23425,sentence 518,the,DT,B-NP
23426,sentence 518,superstructure,NN,I-NP
23427,sentence 518,of,IN,O
23428,sentence 518,the,DT,B-NP
23429,sentence 518,badger,NN,I-NP
23430,sentence 518,avenue,NN,I-NP
23431,sentence 518,bridge,NN,I-NP
23432,sentence 518,high,JJ,B-NP
23433,sentence 518,water,NN,I-NP
23434,sentence 518,tank,NN,I-NP
23435,sentence 518,cargo,NN,I-NP
23436,sentence 518,mast,NN,I-NP
23437,sentence 518,or,CC,O
23438,sentence 518,on,IN,O
23439,sentence 518,an,DT,B-NP
23440,sentence 518,incinerator,NN,I-NP
23441,sentence 518,stack,NN,I-NP
23442,sentence 518,or,CC,O
23443,sentence 518,applying,VB,B-VP
23444,sentence 518,coal-tar,JJ,B-NP
23445,sentence 518,pitch,NN,I-NP
23446,sentence 518,or,CC,O
23447,sentence 518,operating,NN,O
23448,sentence 518,compressed,VB,B-VP
23449,sentence 518,air,NN,O
23450,sentence 518,spraying,VB,B-VP
23451,sentence 518,apparatus,NN,O
23452,sentence 518,to,TO,O
23453,sentence 518,spray,VB,B-VP
23454,sentence 518,emulsified,JJ,B-NP
23455,sentence 518,asphalt,NN,I-NP
23456,sentence 518,or,CC,O
23457,sentence 518,weed,VB,B-VP
23458,sentence 518,control,JJ,B-NP
23459,sentence 518,chemical,NN,I-NP
23460,sentence 518,from,IN,O
23461,sentence 518,moving,VB,B-VP
23462,sentence 518,vehicle,NN,O
23463,sentence 518,or,CC,O
23464,sentence 518,working,VB,B-VP
23465,sentence 518,on,IN,I-VP
23466,sentence 518,container,NN,B-NP
23467,sentence 518,crane,NN,I-NP
23468,sentence 518,excluding,VB,B-VP
23469,sentence 518,ascending,NN,O
23470,sentence 518,and,CC,O
23471,sentence 518,descending,VB,B-VP
23472,sentence 518,via,IN,I-VP
23473,sentence 518,normal,JJ,B-NP
23474,sentence 518,access,NN,I-NP
23475,sentence 518,route,NN,I-NP
23476,sentence 518,to,TO,O
23477,sentence 518,and,CC,O
23478,sentence 518,from,IN,O
23479,sentence 518,the,DT,B-NP
23480,sentence 518,machinery,NN,I-NP
23481,sentence 518,house,NN,I-NP
23482,sentence 518,and,CC,O
23483,sentence 518,also,RB,O
23484,sentence 518,excluding,VB,B-VP
23485,sentence 518,all,DT,B-NP
23486,sentence 518,work,NN,I-NP
23487,sentence 518,performed,VB,B-VP
23488,sentence 518,in,IN,I-VP
23489,sentence 518,the,DT,B-NP
23490,sentence 518,machinery,NN,I-NP
23491,sentence 518,house,NN,I-NP
23492,sentence 518,of,IN,O
23493,sentence 518,the,DT,B-NP
23494,sentence 518,container,NN,I-NP
23495,sentence 518,crane,NN,I-NP
23496,sentence 518,or,CC,O
23497,sentence 518,climbing,VB,B-VP
23498,sentence 518,descending,NN,O
23499,sentence 518,and,CC,O
23500,sentence 518,working,VB,B-VP
23501,sentence 518,on,IN,I-VP
23502,sentence 518,floodlight,JJ,B-NP
23503,sentence 518,pole,NN,I-NP
23504,sentence 518,over,IN,O
23505,sentence 518,sixty,CD,O
23506,sentence 518,60,CD,O
23507,sentence 518,foot,NN,O
23508,sentence 518,in,IN,O
23509,sentence 518,height,NN,B-NP
23510,sentence 518,b-5,NN,I-NP
23511,sentence 518,whenever,WRB,O
23512,sentence 518,an,DT,B-NP
23513,sentence 518,employee,NN,I-NP
23514,sentence 518,is,VB,B-VP
23515,sentence 518,required,VB,I-VP
23516,sentence 518,to,TO,I-VP
23517,sentence 518,work,VB,I-VP
23518,sentence 518,rescheduled,JJ,B-NP
23519,sentence 518,shift,NN,I-NP
23520,sentence 518,made,VB,B-VP
23521,sentence 518,necessary,JJ,I-VP
23522,sentence 518,due,JJ,I-VP
23523,sentence 518,to,TO,I-VP
23524,sentence 518,changing,VB,I-VP
23525,sentence 518,tide,NN,O
23526,sentence 518,he/she,PRP,O
23527,sentence 518,shall,MD,B-VP
23528,sentence 518,receive,VB,I-VP
23529,sentence 518,salary,NN,O
23530,sentence 518,at,IN,O
23531,sentence 518,the,DT,B-NP
23532,sentence 518,appropriate,JJ,I-NP
23533,sentence 518,overtime,JJ,I-NP
23534,sentence 518,rate,NN,I-NP
23535,sentence 518,non-pensionable,JJ,O
23536,sentence 518,for,IN,O
23537,sentence 518,each,DT,B-NP
23538,sentence 518,full,JJ,I-NP
23539,sentence 518,hour,NN,I-NP
23540,sentence 518,worked,VB,B-VP
23541,sentence 518,prior,JJ,I-VP
23542,sentence 518,to,TO,I-VP
23543,sentence 518,his/her,PRP$,O
23544,sentence 518,regular,JJ,O
23545,sentence 518,starting,VB,B-VP
23546,sentence 518,time,NN,O
23547,sentence 518,and/or,CC,O
23548,sentence 518,after,IN,O
23549,sentence 518,his/her,PRP$,B-NP
23550,sentence 518,regular,JJ,I-NP
23551,sentence 518,quitting,NN,I-NP
23552,sentence 518,time,NN,I-NP
23553,sentence 518,however,RB,B-NP
23554,sentence 518,such,JJ,I-NP
23555,sentence 518,overtime,JJ,I-NP
23556,sentence 518,rate,NN,I-NP
23557,sentence 518,shall,MD,B-VP
23558,sentence 518,not,RB,O
23559,sentence 518,include,VB,B-VP
23560,sentence 518,shift,JJ,B-NP
23561,sentence 518,differential,JJ,I-NP
23562,sentence 518,premium,JJ,I-NP
23563,sentence 518,pay,NN,I-NP
23564,sentence 518,for,IN,O
23565,sentence 518,night,NN,B-NP
23566,sentence 518,work,NN,I-NP
23567,sentence 518,unless,IN,O
23568,sentence 518,the,DT,B-NP
23569,sentence 518,employee,NN,I-NP
23570,sentence 518,is,VB,B-VP
23571,sentence 518,regularly,RB,O
23572,sentence 518,assigned,VB,B-VP
23573,sentence 518,defined,VB,I-VP
23574,sentence 518,in,IN,I-VP
23575,sentence 518,laac,NN,B-NP
23576,sentence 518,section,NN,I-NP
23577,sentence 518,4.75,CD,O
23578,sentence 518,to,TO,O
23579,sentence 518,receive,VB,B-VP
23580,sentence 518,this,DT,B-NP
23581,sentence 518,premium,NN,I-NP
23582,sentence 519,b-6,NN,O
23583,sentence 519,whenever,WRB,O
23584,sentence 519,an,DT,B-NP
23585,sentence 519,employee,NN,I-NP
23586,sentence 519,in,IN,O
23587,sentence 519,the,DT,B-NP
23588,sentence 519,classification,NN,I-NP
23589,sentence 519,of,IN,O
23590,sentence 519,deck,NN,B-NP
23591,sentence 519,hand,NN,I-NP
23592,sentence 519,code,NN,I-NP
23593,sentence 519,5131,CD,O
23594,sentence 519,or,CC,O
23595,sentence 519,deck,VB,B-VP
23596,sentence 519,hand,NN,B-NP
23597,sentence 519,code,NN,I-NP
23598,sentence 519,5131-h,CD,O
23599,sentence 519,is,VB,B-VP
23600,sentence 519,assigned,VB,I-VP
23601,sentence 519,to,TO,I-VP
23602,sentence 519,operate,VB,I-VP
23603,sentence 519,boat,NN,O
23604,sentence 519,more,RB,O
23605,sentence 519,than,IN,O
23606,sentence 519,fifty,CD,O
23607,sentence 519,percent,NN,O
23608,sentence 519,50,CD,B-NUM
23609,sentence 519,%,%,I-NUM
23610,sentence 519,of,IN,I-NUM
23611,sentence 519,work,NN,B-NP
23612,sentence 519,shift,NN,I-NP
23613,sentence 519,such,JJ,B-NP
23614,sentence 519,employee,NN,I-NP
23615,sentence 519,shall,MD,B-VP
23616,sentence 519,receive,VB,I-VP
23617,sentence 519,additional,JJ,B-NP
23618,sentence 519,compensation,NN,I-NP
23619,sentence 519,for,IN,O
23620,sentence 519,the,DT,B-NP
23621,sentence 519,work,NN,I-NP
23622,sentence 519,shift,NN,I-NP
23623,sentence 519,at,IN,O
23624,sentence 519,one,CD,O
23625,sentence 519,premium,NN,B-NP
23626,sentence 519,level,NN,I-NP
23627,sentence 519,above,IN,O
23628,sentence 519,the,DT,B-NP
23629,sentence 519,flat,JJ,I-NP
23630,sentence 519,rate,NN,I-NP
23631,sentence 519,of,IN,O
23632,sentence 519,pay,NN,O
23633,sentence 519,for,IN,O
23634,sentence 519,the,DT,B-NP
23635,sentence 519,class,NN,I-NP
23636,sentence 519,for,IN,O
23637,sentence 519,each,DT,B-NP
23638,sentence 519,day,NN,I-NP
23639,sentence 519,so,RB,B-NP
23640,sentence 519,assigned,JJ,I-NP
23641,sentence 519,non-pensionable,JJ,I-NP
23642,sentence 519,los,NN,I-NP
23643,sentence 519,angeles,NN,I-NP
23644,sentence 519,world,NN,I-NP
23645,sentence 519,airports,NN,I-NP
23646,sentence 519,the,DT,B-NP
23647,sentence 519,following,JJ,I-NP
23648,sentence 519,note,NN,I-NP
23649,sentence 519,shall,MD,B-VP
23650,sentence 519,apply,VB,I-VP
23651,sentence 519,to,TO,I-VP
23652,sentence 519,employee,NN,O
23653,sentence 519,in,IN,O
23654,sentence 519,the,DT,B-NP
23655,sentence 519,los,NN,I-NP
23656,sentence 519,angeles,NN,I-NP
23657,sentence 519,world,NN,I-NP
23658,sentence 519,airports,NN,I-NP
23659,sentence 519,only,RB,B-NP
23660,sentence 519,c-1,NN,I-NP
23661,sentence 519,three,CD,O
23662,sentence 519,employee,NN,O
23663,sentence 519,in,IN,O
23664,sentence 519,the,DT,B-NP
23665,sentence 519,classification,NN,I-NP
23666,sentence 519,of,IN,O
23667,sentence 519,maintenance,NN,O
23668,sentence 519,and,CC,O
23669,sentence 519,construction,NN,B-NP
23670,sentence 519,helper,NN,I-NP
23671,sentence 519,code,NN,I-NP
23672,sentence 519,3115,CD,O
23673,sentence 519,in,IN,O
23674,sentence 519,the,DT,B-NP
23675,sentence 519,los,NN,I-NP
23676,sentence 519,angeles,NN,I-NP
23677,sentence 519,world,NN,I-NP
23678,sentence 519,airports,NN,I-NP
23679,sentence 519,when,WRB,O
23680,sentence 519,regularly,RB,O
23681,sentence 519,assigned,VB,B-VP
23682,sentence 519,defined,VB,I-VP
23683,sentence 519,in,IN,I-VP
23684,sentence 519,laac,NN,B-NP
23685,sentence 519,section,NN,I-NP
23686,sentence 519,4.75,CD,O
23687,sentence 519,to,TO,O
23688,sentence 519,the,DT,O
23689,sentence 519,``,``,O
23690,sentence 519,painting,NN,B-NP
23691,sentence 519,caulking,NN,I-NP
23692,sentence 519,and,CC,O
23693,sentence 519,exterior,VB,B-VP
23694,sentence 519,wall,NN,O
23695,sentence 519,washing,VB,B-VP
23696,sentence 519,crew,NN,O
23697,sentence 519,'','',O
23698,sentence 519,shall,MD,B-VP
23699,sentence 519,be,VB,I-VP
23700,sentence 519,compensated,VB,I-VP
23701,sentence 519,at,IN,I-VP
23702,sentence 519,one,CD,O
23703,sentence 519,premium,NN,B-NP
23704,sentence 519,level,NN,I-NP
23705,sentence 519,above,IN,O
23706,sentence 519,the,DT,B-NP
23707,sentence 519,appropriate,JJ,I-NP
23708,sentence 519,step,NN,I-NP
23709,sentence 519,rate,NN,I-NP
23710,sentence 519,on,IN,O
23711,sentence 519,the,DT,B-NP
23712,sentence 519,salary,NN,I-NP
23713,sentence 519,range,NN,I-NP
23714,sentence 519,for,IN,O
23715,sentence 519,the,DT,B-NP
23716,sentence 519,class,NN,I-NP
23717,sentence 519,pensionable,JJ,B-NP
23718,sentence 519,c-2,NN,I-NP
23719,sentence 519,an,DT,B-NP
23720,sentence 519,employee,NN,I-NP
23721,sentence 519,in,IN,O
23722,sentence 519,the,DT,B-NP
23723,sentence 519,classification,NN,I-NP
23724,sentence 519,of,IN,O
23725,sentence 519,bus,NN,B-NP
23726,sentence 519,operator,NN,I-NP
23727,sentence 519,code,NN,I-NP
23728,sentence 519,3588,CD,O
23729,sentence 519,when,WRB,O
23730,sentence 519,regularly,RB,O
23731,sentence 519,assigned,VB,B-VP
23732,sentence 519,to,TO,I-VP
23733,sentence 519,instruct,VB,I-VP
23734,sentence 519,other,JJ,B-NP
23735,sentence 519,employee,NN,I-NP
23736,sentence 519,in,IN,O
23737,sentence 519,bus,NN,B-NP
23738,sentence 519,driving,NN,I-NP
23739,sentence 519,at,IN,O
23740,sentence 519,the,DT,B-NP
23741,sentence 519,los,NN,I-NP
23742,sentence 519,angeles,NN,I-NP
23743,sentence 519,world,NN,I-NP
23744,sentence 519,airports,NN,I-NP
23745,sentence 519,shall,MD,B-VP
23746,sentence 519,receive,VB,I-VP
23747,sentence 519,additional,JJ,B-NP
23748,sentence 519,compensation,NN,I-NP
23749,sentence 519,at,IN,O
23750,sentence 519,two,CD,O
23751,sentence 519,premium,JJ,B-NP
23752,sentence 519,level,NN,I-NP
23753,sentence 519,above,IN,O
23754,sentence 519,the,DT,B-NP
23755,sentence 519,appropriate,JJ,I-NP
23756,sentence 519,step,NN,I-NP
23757,sentence 519,on,IN,O
23758,sentence 519,the,DT,B-NP
23759,sentence 519,salary,NN,I-NP
23760,sentence 519,range,NN,I-NP
23761,sentence 519,for,IN,O
23762,sentence 519,the,DT,B-NP
23763,sentence 519,class,NN,I-NP
23764,sentence 519,pensionable,JJ,B-NP
23765,sentence 519,c-3,NN,I-NP
23766,sentence 519,employees,NN,I-NP
23767,sentence 519,in,IN,O
23768,sentence 519,the,DT,B-NP
23769,sentence 519,classification,NN,I-NP
23770,sentence 519,of,IN,O
23771,sentence 519,bus,NN,B-NP
23772,sentence 519,operator,NN,I-NP
23773,sentence 519,code,NN,I-NP
23774,sentence 519,3588-0,CD,O
23775,sentence 519,who,WP,O
23776,sentence 519,are,VB,B-VP
23777,sentence 519,employed,VB,I-VP
23778,sentence 519,in,IN,I-VP
23779,sentence 519,the,DT,B-NP
23780,sentence 519,los,NN,I-NP
23781,sentence 519,angeles,NN,I-NP
23782,sentence 519,world,NN,I-NP
23783,sentence 519,airports,NN,I-NP
23784,sentence 519,shall,MD,B-VP
23785,sentence 519,receive,VB,I-VP
23786,sentence 519,four,CD,O
23787,sentence 519,dollar,NN,O
23788,sentence 519,$,$,B-NUM
23789,sentence 519,4,CD,I-NUM
23790,sentence 519,each,DT,B-NP
23791,sentence 519,time,NN,I-NP
23792,sentence 519,said,VB,B-VP
23793,sentence 519,employee,NN,O
23794,sentence 519,are,VB,B-VP
23795,sentence 519,assigned,VB,I-VP
23796,sentence 519,by,IN,I-VP
23797,sentence 519,management,NN,O
23798,sentence 519,to,TO,O
23799,sentence 519,operate,VB,B-VP
23800,sentence 519,an,DT,B-NP
23801,sentence 519,americans,NN,I-NP
23802,sentence 519,with,IN,O
23803,sentence 519,disabilities,NN,O
23804,sentence 519,act,VB,B-VP
23805,sentence 519,ada,JJ,B-NP
23806,sentence 519,vehicle,NN,I-NP
23807,sentence 519,requiring,VB,B-VP
23808,sentence 519,two,CD,O
23809,sentence 519,bus,NN,B-NP
23810,sentence 519,operators,NN,I-NP
23811,sentence 519,to,TO,O
23812,sentence 519,assist,VB,B-VP
23813,sentence 519,in,IN,I-VP
23814,sentence 519,loading,VB,I-VP
23815,sentence 519,or,CC,O
23816,sentence 519,unloading,VB,B-VP
23817,sentence 519,wheelchair,NN,B-NP
23818,sentence 519,stretcher,NN,I-NP
23819,sentence 519,and/or,CC,O
23820,sentence 519,physically,RB,O
23821,sentence 519,disabled,JJ,O
23822,sentence 519,and,CC,O
23823,sentence 519,elderly,JJ,B-NP
23824,sentence 519,passenger,NN,I-NP
23825,sentence 519,with,IN,O
23826,sentence 519,special,JJ,B-NP
23827,sentence 519,requirement,NN,I-NP
23828,sentence 519,onto,IN,O
23829,sentence 519,or,CC,O
23830,sentence 519,off,IN,O
23831,sentence 519,an,DT,B-NP
23832,sentence 519,aircraft,NN,I-NP
23833,sentence 519,operating,NN,I-NP
23834,sentence 519,at,IN,O
23835,sentence 519,gate,NN,O
23836,sentence 519,with,IN,O
23837,sentence 519,no,DT,B-NP
23838,sentence 519,passenger,NN,I-NP
23839,sentence 519,boarding,VB,B-VP
23840,sentence 519,bridge,NN,O
23841,sentence 520,non-pensionable,JJ,B-NP
23842,sentence 520,recreation,NN,I-NP
23843,sentence 520,and,CC,O
23844,sentence 520,parks,VB,B-VP
23845,sentence 520,the,DT,B-NP
23846,sentence 520,following,JJ,I-NP
23847,sentence 520,note,NN,I-NP
23848,sentence 520,shall,MD,B-VP
23849,sentence 520,apply,VB,I-VP
23850,sentence 520,to,TO,I-VP
23851,sentence 520,employee,NN,O
23852,sentence 520,in,IN,O
23853,sentence 520,the,DT,B-NP
23854,sentence 520,department,NN,I-NP
23855,sentence 520,of,IN,O
23856,sentence 520,recreation,NN,O
23857,sentence 520,and,CC,O
23858,sentence 520,parks,VB,B-VP
23859,sentence 520,only,RB,B-NP
23860,sentence 520,d-1,NN,I-NP
23861,sentence 520,whenever,WRB,O
23862,sentence 520,an,DT,B-NP
23863,sentence 520,employee,NN,I-NP
23864,sentence 520,is,VB,B-VP
23865,sentence 520,assigned,VB,I-VP
23866,sentence 520,to,TO,I-VP
23867,sentence 520,the,DT,B-NP
23868,sentence 520,lifting,NN,I-NP
23869,sentence 520,of,IN,O
23870,sentence 520,trash,NN,O
23871,sentence 520,can,MD,B-VP
23872,sentence 520,and/or,CC,O
23873,sentence 520,trash,NN,O
23874,sentence 520,can,MD,B-VP
23875,sentence 520,liner,VB,I-VP
23876,sentence 520,to,TO,I-VP
23877,sentence 520,dump,VB,I-VP
23878,sentence 520,public,JJ,O
23879,sentence 520,generated,VB,B-VP
23880,sentence 520,refuse,NN,O
23881,sentence 520,and,CC,O
23882,sentence 520,trash,NN,O
23883,sentence 520,into,IN,O
23884,sentence 520,dump,JJ,B-NP
23885,sentence 520,truck,NN,I-NP
23886,sentence 520,or,CC,O
23887,sentence 520,bin,NN,O
23888,sentence 520,attached,VB,B-VP
23889,sentence 520,to,TO,I-VP
23890,sentence 520,trash,VB,I-VP
23891,sentence 520,bin,NN,B-NP
23892,sentence 520,trailer,NN,I-NP
23893,sentence 520,for,IN,O
23894,sentence 520,more,RB,O
23895,sentence 520,than,IN,O
23896,sentence 520,fifty,CD,O
23897,sentence 520,percent,NN,O
23898,sentence 520,50,CD,B-NUM
23899,sentence 520,%,%,I-NUM
23900,sentence 520,of,IN,I-NUM
23901,sentence 520,work,NN,B-NP
23902,sentence 520,shift,NN,I-NP
23903,sentence 520,such,JJ,B-NP
23904,sentence 520,employee,NN,I-NP
23905,sentence 520,shall,MD,B-VP
23906,sentence 520,be,VB,I-VP
23907,sentence 520,compensated,VB,I-VP
23908,sentence 520,at,IN,I-VP
23909,sentence 520,one,CD,O
23910,sentence 520,premium,NN,B-NP
23911,sentence 520,level,NN,I-NP
23912,sentence 520,above,IN,O
23913,sentence 520,the,DT,B-NP
23914,sentence 520,appropriate,JJ,I-NP
23915,sentence 520,step,NN,I-NP
23916,sentence 520,on,IN,O
23917,sentence 520,the,DT,B-NP
23918,sentence 520,salary,NN,I-NP
23919,sentence 520,range,NN,I-NP
23920,sentence 520,prescribed,VB,B-VP
23921,sentence 520,for,IN,I-VP
23922,sentence 520,the,DT,B-NP
23923,sentence 520,class,NN,I-NP
23924,sentence 521,this,DT,B-NP
23925,sentence 521,note,NN,I-NP
23926,sentence 521,shall,MD,B-VP
23927,sentence 521,not,RB,O
23928,sentence 521,apply,VB,B-VP
23929,sentence 521,to,TO,I-VP
23930,sentence 521,any,DT,B-NP
23931,sentence 521,employee,NN,I-NP
23932,sentence 521,being,VB,B-VP
23933,sentence 521,compensated,VB,I-VP
23934,sentence 521,under,IN,I-VP
23935,sentence 521,the,DT,B-NP
23936,sentence 521,provision,NN,I-NP
23937,sentence 521,of,IN,O
23938,sentence 521,the,DT,B-NP
23939,sentence 521,salaries,NN,I-NP
23940,sentence 521,article,NN,I-NP
23941,sentence 521,5.1,CD,O
23942,sentence 521,subsection,NN,B-NP
23943,sentence 521,obnoxious,JJ,I-NP
23944,sentence 521,conditions,NN,I-NP
23945,sentence 521,or,CC,O
